body,total_user_messages,story,chat_link,created_at,stop_logic_data,message_type_text,full_name,last_nodes
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3762864/#id_15455111_1,2018-01-25T04:45Z,False_continue,regular,sanoj manoharan,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3762864/#id_15455111_1,2018-01-25T04:46Z,False_continue,app_location,sanoj manoharan,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/2911446/#id_12686677_1,2018-01-25T04:47Z,False_continue,regular,Ghatrang Mohammed Shahid,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266573/#id_16736041_1,2018-01-25T04:49Z,False_continue,regular,SIVANGAM AKSHITH VARMA,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",6,Nearby Atm Details,https://api.haptikapi.com//user_info/4265344/#id_16734601_1,2018-01-25T04:38Z,False_reply_without_graphflow,app_location,P jeevanandam,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265609/#id_16736071_1,2018-01-25T04:49Z,False_continue,regular,sunil kedar,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4163415/#id_16727053_2,2018-01-25T04:38Z,False_continue,regular,MR.JITESH KALRA,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266729/#id_16736134_1,2018-01-25T04:50Z,False_continue,app_location,vithal yadav,[u'NEARBY_ATM']
i want to search for a location{task},2,Nearby General Task,https://api.haptikapi.com//user_info/4199903/#id_16734689_1,2018-01-25T04:37Z,False_continue,regular,jay bhand,[u'NEARBY_TASK']
i want to search for a location{task},6,Nearby General Task,https://api.haptikapi.com//user_info/4265344/#id_16734601_1,2018-01-25T04:36Z,False_continue,regular,P jeevanandam,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task} ",6,Nearby Atm Details,https://api.haptikapi.com//user_info/4265344/#id_16734601_1,2018-01-25T04:37Z,False_continue,carousel_message,P jeevanandam,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4265692/#id_16734719_1,2018-01-25T04:37Z,False_continue,regular,ashwani singh,[u'NEARBY_ATM']
"Hey, can you find me the nearest petrol pump?{task}",3,Nearby Gas,https://api.haptikapi.com//user_info/4208785/#id_16734725_1,2018-01-25T04:37Z,False_continue,regular,jay kishor,[u'NEARBY_GAS']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266421/#id_16736180_1,2018-01-25T04:50Z,False_continue,regular,Ajay Kumar,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266421/#id_16736180_1,2018-01-25T04:50Z,False_continue,app_location,Ajay Kumar,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266692/#id_16736056_1,2018-01-25T04:49Z,False_continue,regular,null null,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4244617/#id_16746566_1,2018-01-25T08:11Z,False_continue,app_location,KARTHI KEYAN,[u'NEARBY_BEAUTY_SALON']
{emoticon}{thumbsup},1,No Story,https://api.haptikapi.com//user_info/3797926/#id_15573098_3,2018-01-25T07:59Z,True_Casual_no_nodes,regular,Prakash Karmakar,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4272724/#id_16746726_1,2018-01-25T08:15Z,False_continue,regular,Suhas Kamble,[u'NEARBY_ATM']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/3986650/#id_16182584_1,2018-01-25T08:02Z,False_continue,regular,mahesh more,[u'NEARBY_GAS']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/4239882/#id_16681277_4,2018-01-25T08:15Z,False_continue,regular,sagar shinde,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4239882/#id_16681277_4,2018-01-25T08:15Z,False_continue,app_location,sagar shinde,[u'NEARBY_GAS']
i want to search for a location{task},6,Nearby General Task,https://api.haptikapi.com//user_info/4081444/#id_16352550_10,2018-01-25T08:16Z,False_continue,regular,SHIVAM BATHAM,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",6,Nearby General Task,https://api.haptikapi.com//user_info/4081444/#id_16352550_10,2018-01-25T08:16Z,False_continue,app_location,SHIVAM BATHAM,[u'NEARBY_TASK']
Restaurant,1,Nearby Restaurant ,https://api.haptikapi.com//user_info/4272692/#id_16746771_2,2018-01-25T08:19Z,False_continue,regular,kulwant singh,[u'NEARBY_RESTAURANT_gOOGLE _SEARCH']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Night Club,https://api.haptikapi.com//user_info/3505167/#id_14472468_6,2018-01-25T08:19Z,False_continue,app_location,ajay kumar,[u'NEARBY_NIGHT_CLUB']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4272477/#id_16746494_1,2018-01-25T08:08Z,False_continue,regular,Tusar lenka,[u'NEARBY_ATM']
"Hi, I am interested in Salon and Beauty Offers{task}",1,OFFERS,https://api.haptikapi.com//user_info/4197274/#id_16596509_4,2018-01-25T08:07Z,False_continue,regular,pradeep mathur,[u'SPA_OFFERS_VLCC']
Thanks..,1,No Story,https://api.haptikapi.com//user_info/3998210/#id_16179483_3,2018-01-25T08:11Z,True_Casual_no_nodes,regular,vaseem ahmed,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",4,Nearby Atm Details,https://api.haptikapi.com//user_info/3795637/#id_15567022_1,2018-01-25T08:21Z,False_continue,regular,Deepak Kumar,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3741908/#id_15387180_4,2018-01-25T08:22Z,False_continue,regular,Nandu Singh Rathore rathore,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",5,Nearby Bank,https://api.haptikapi.com//user_info/4252639/#id_16708090_5,2018-01-25T08:24Z,True_no_nodes,app_location,Thanga pandi,[u'NEARBY_BANK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4272852/#id_16746978_1,2018-01-25T08:23Z,False_continue,app_location,keshav ray,[u'NEARBY_GAS']
"Hi, I am interested in Weight Loss Offers{task}",1,OFFERS,https://api.haptikapi.com//user_info/3280927/#id_13705133_20,2018-01-25T08:12Z,False_continue,regular,suresh murugesan,[u'WEIGHT_LOSS_OFFERS_VLCC']
Look for something else,2,Nearby Search Again Flow,https://api.haptikapi.com//user_info/4272809/#id_16746869_6,2018-01-25T08:27Z,False_continue,regular,Dilip kumar,[u'NEARBY_RETRY']
"Hey, can you find me the nearest Bus Stop?{task}",1,Nearby Bus Stops,https://api.haptikapi.com//user_info/3810586/#id_15612549_13,2018-01-25T08:27Z,False_continue,regular,RAJ KAMAL VERMA,[u'NEARBY_BUS_STOP']
Thank q,4,No Story,https://api.haptikapi.com//user_info/4272784/#id_16746857_3,2018-01-25T08:26Z,True_Smalltalk_no_nodes,regular,laddu thanu,[u'No Nodes']
Report an Issue,3,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4272809/#id_16746869_7,2018-01-25T08:27Z,False_continue,regular,Dilip kumar,[u'NEARBY_COMPLAINT']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4272936/#id_16747118_1,2018-01-25T08:29Z,False_continue,app_location,ACHYUTH VADAPALLI,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4272936/#id_16747118_1,2018-01-25T08:28Z,False_continue,regular,ACHYUTH VADAPALLI,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T07:51Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T08:06Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T08:19Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T07:54Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T07:53Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T08:09Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T08:20Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T07:51Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_14,2018-01-25T08:13Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey, can you find me the nearest petrol pump?{task}",1,Nearby Gas,https://api.haptikapi.com//user_info/4273031/#id_16747232_2,2018-01-25T08:35Z,False_continue,regular,kani muthu,[u'NEARBY_GAS']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/4270724/#id_16743658_2,2018-01-25T08:11Z,False_continue,regular,Gagansh goyal,[u'NEARBY_TASK']
"More
Nearby: Night Club",3,Nearby Night Club,https://api.haptikapi.com//user_info/4270724/#id_16743658_2,2018-01-25T08:11Z,False_continue,auto_form_reply,Gagansh goyal,[u'NEARBY_NIGHT_CLUB']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4272612/#id_16746687_1,2018-01-25T08:15Z,False_continue,app_location,mdaminul haque,[u'NEARBY_ATM']
"More
Nearby: Night Club",3,Nearby Night Club,https://api.haptikapi.com//user_info/3541761/#id_14604490_2,2018-01-25T08:14Z,False_continue,auto_form_reply,aejaz rather,[u'NEARBY_NIGHT_CLUB']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3915435/#id_15988931_3,2018-01-25T08:17Z,False_continue,app_location,akhil akhil,[u'NEARBY_ATM']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/2680603/#id_12170806_5,2018-01-25T08:18Z,False_continue,regular,Nazima Mansuri,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4272794/#id_16746856_1,2018-01-25T08:19Z,False_continue,regular,urgen Paljor,[u'NEARBY_ATM']
Near by axis bank atm?,3,No Story,https://api.haptikapi.com//user_info/4212980/#id_16622114_9,2018-01-25T08:20Z,True_no_nodes,regular,nagaraju,[u'No Nodes']
"Hey, can you find me the nearest petrol pump?{task} ",4,Nearby Gas,https://api.haptikapi.com//user_info/3795637/#id_15567022_1,2018-01-25T08:21Z,False_continue,carousel_message,Deepak Kumar,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby Atm Details,https://api.haptikapi.com//user_info/3795637/#id_15567022_1,2018-01-25T08:21Z,True_nothing_changed,app_location,Deepak Kumar,[u'NEARBY_ATM']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/4272809/#id_16746869_4,2018-01-25T08:23Z,False_continue,regular,Dilip kumar,[u'NEARBY_TASK']
Report an Issue{task} ,6,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4272809/#id_16746869_5,2018-01-25T08:25Z,False_continue,carousel_message,Dilip kumar,[u'NEARBY_COMPLAINT']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",6,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4272809/#id_16746869_5,2018-01-25T08:26Z,False_continue,app_location,Dilip kumar,[u'NEARBY_LOCATION_UPDATE']
"Search Again Nearby
Nearby: Solan",6,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4272809/#id_16746869_5,2018-01-25T08:27Z,False_continue,auto_form_reply,Dilip kumar,[u'NEARBY_LOCATION_UPDATE']
For mens,6,OFFERS,https://api.haptikapi.com//user_info/4272809/#id_16746869_5,2018-01-25T08:25Z,True_nothing_changed,regular,Dilip kumar,[u'SPA_OFFERS_VLCC']
"Hey, can you find me the nearest ATM?{task}",5,Nearby Atm Details,https://api.haptikapi.com//user_info/3848707/#id_15773194_2,2018-01-25T08:26Z,False_continue,regular,ramulu pujari,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3144618/#id_13288173_1,2018-01-25T08:28Z,False_continue,regular,RASHID IMAM,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3259999/#id_16747036_1,2018-01-25T08:28Z,False_continue,app_location,null null,[u'NEARBY_ATM']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/3805264/#id_15599086_6,2018-01-25T08:21Z,False_continue,regular,Amit Chhetri,[u'NEARBY_TASK']
Report an Issue{task} ,5,Nearby Complaint Flow,https://api.haptikapi.com//user_info/3810586/#id_15612549_14,2018-01-25T08:30Z,False_continue,carousel_message,RAJ KAMAL VERMA,[u'NEARBY_COMPLAINT']
"More
Nearby: Bank",3,Nearby Bank,https://api.haptikapi.com//user_info/4258850/#id_16723028_5,2018-01-25T08:31Z,False_continue,auto_form_reply,Palash Samanta,[u'NEARBY_BANK']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3263778/#id_13652179_4,2018-01-25T08:31Z,False_continue,regular,Mayank singh,[u'NEARBY_ATM']
Thanks,2,No Story,https://api.haptikapi.com//user_info/4272591/#id_16746578_2,2018-01-25T08:18Z,True_Casual_no_nodes,regular,Stalin b babu,[u'No Nodes']
9956737486,4,Nearby Atm Details,https://api.haptikapi.com//user_info/4272830/#id_16746919_1,2018-01-25T08:22Z,True_no_nodes,regular,man Singh,[u'NEARBY_ATM']
"💰 I want to save Tax{task}{attempt: 2, api_name: nearby_api , places_type: ATM}",2,Tax Saving Calculator,https://api.haptikapi.com//user_info/4252639/#id_16708090_6,2018-01-25T08:24Z,False_continue,regular,Thanga pandi,[u'SK_TS_Q1']
"More options{attempt: 2, api_name: nearby_api , places_type: Medical Store}",1,Nearby General Task,https://api.haptikapi.com//user_info/3812616/#id_15646428_4,2018-01-25T08:36Z,False_continue,regular,Tapas Ranjan Sahoo,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3130285/#id_13268809_3,2018-01-25T08:37Z,False_continue,app_location,mofijul sk,[u'NEARBY_ATM']
What,4,Nearby Gas,https://api.haptikapi.com//user_info/3812616/#id_15646428_5,2018-01-25T08:37Z,True_no_nodes,regular,Tapas Ranjan Sahoo,[u'NEARBY_GAS']
State bank near me,2,Nearby General Task,https://api.haptikapi.com//user_info/3790345/#id_15552047_8,2018-01-25T08:39Z,False_continue,regular,rakesh patel,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby General Task,https://api.haptikapi.com//user_info/3790345/#id_15552047_8,2018-01-25T08:39Z,False_continue,app_location,rakesh patel,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4157148/#id_16747449_1,2018-01-25T08:39Z,False_continue,regular,b sudheerkumar,[u'NEARBY_ATM']
What did the king do?,9,Savings Story,https://api.haptikapi.com//user_info/4272609/#id_16746953_2,2018-01-25T08:26Z,False_continue,regular,Bezaleel M,[u'STEP_FIVE']
What happened finally?,9,Savings Story,https://api.haptikapi.com//user_info/4272609/#id_16746953_2,2018-01-25T08:28Z,False_continue,regular,Bezaleel M,[u'STEP_TEN']
Keep Going!,9,Savings Story,https://api.haptikapi.com//user_info/4272609/#id_16746953_2,2018-01-25T08:27Z,False_continue,regular,Bezaleel M,[u'STEP_SEVEN']
Thillai nagar,9,Nearby Beauty Salon,https://api.haptikapi.com//user_info/3793395/#id_15560222_4,2018-01-25T08:27Z,True_no_nodes,regular,S Bala Ganesh,[u'NEARBY_BEAUTY_SALON']
{emoticon}{thumbsup},2,No Story,https://api.haptikapi.com//user_info/3805264/#id_15599086_7,2018-01-25T08:30Z,True_Casual_no_nodes,regular,Amit Chhetri,[u'No Nodes']
Press media,2,No Story,https://api.haptikapi.com//user_info/3890334/#id_15912531_7,2018-01-25T08:30Z,True_no_nodes,regular,Tapan Kumar Nayak,[u'No Nodes']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby Post Office,https://api.haptikapi.com//user_info/2969847/#id_16747510_1,2018-01-25T08:42Z,False_continue,app_location,Rupesh Brahme,[u'NEARBY_POST_OFFICE']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4213856/#id_16747509_2,2018-01-25T08:42Z,False_continue,regular,om kumar,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4273208/#id_16747552_1,2018-01-25T08:43Z,False_continue,app_location,Gajanan Mahatme,[u'NEARBY_ATM']
In sullurupeta to vizag train today,3,Nearby Railway Stations,https://api.haptikapi.com//user_info/3683013/#id_15127895_3,2018-01-25T08:44Z,False_continue,regular,jyothish kumar,[u'NEARBY_RAILWAY']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3983070/#id_16135861_1,2018-01-25T08:44Z,False_continue,regular,Md Abdullah,[u'NEARBY_ATM']
Where is karhal bus stand,2,No Story,https://api.haptikapi.com//user_info/3906595/#id_15961547_4,2018-01-25T08:44Z,True_no_nodes,regular,null null,[u'No Nodes']
"Hey, can you find me the nearest Bus Stop?{task}",2,Nearby Bus Stops,https://api.haptikapi.com//user_info/3906595/#id_15961547_4,2018-01-25T08:44Z,False_continue,regular,null null,[u'NEARBY_BUS_STOP']
I want  neary by addhar location,11,Nearby Atm Details,https://api.haptikapi.com//user_info/4273162/#id_16747483_1,2018-01-25T08:41Z,True_no_nodes,regular,shameer  shaikh shaikh,[u'NEARBY_ATM']
What is u r name,11,Nearby Atm Details,https://api.haptikapi.com//user_info/4273162/#id_16747483_1,2018-01-25T08:44Z,True_no_nodes,regular,shameer  shaikh shaikh,[u'NEARBY_ATM']
Kydganj,11,Nearby Atm Details,https://api.haptikapi.com//user_info/4273162/#id_16747483_1,2018-01-25T08:42Z,True_no_nodes,regular,shameer  shaikh shaikh,[u'NEARBY_ATM']
"More
Nearby: Night Club",2,Nearby Night Club,https://api.haptikapi.com//user_info/3906595/#id_15961547_6,2018-01-25T08:45Z,False_continue,auto_form_reply,null null,[u'NEARBY_NIGHT_CLUB']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4272635/#id_16747650_1,2018-01-25T08:46Z,False_continue,regular,Amit Ranpura,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",4,Nearby Atm Details,https://api.haptikapi.com//user_info/4227809/#id_16747603_1,2018-01-25T08:45Z,False_continue,regular,vivek kumar,[u'NEARBY_ATM']
No,2,Nearby Search Again Flow,https://api.haptikapi.com//user_info/4273031/#id_16747232_5,2018-01-25T08:37Z,True_nothing_changed,regular,kani muthu,[u'NEARBY_RETRY']
Look for something else,2,Nearby Search Again Flow,https://api.haptikapi.com//user_info/4273031/#id_16747232_5,2018-01-25T08:37Z,False_continue,regular,kani muthu,[u'NEARBY_RETRY']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4273221/#id_16747720_1,2018-01-25T08:48Z,False_continue,regular,chhaya bhardwaj,[u'NEARBY_ATM']
Yes,4,Nearby Gas,https://api.haptikapi.com//user_info/3424084/#id_14197770_4,2018-01-25T08:51Z,True_nothing_changed,regular,gurwinder singh,[u'NEARBY_GAS']
Thanks,2,No Story,https://api.haptikapi.com//user_info/3900910/#id_15947354_1,2018-01-25T08:39Z,True_Casual_no_nodes,regular,viji Rajan,[u'No Nodes']
i want to search for a location{task},3,No Story,https://api.haptikapi.com//user_info/4273328/#id_16747771_1,2018-01-25T08:50Z,,regular,Khushdeep.7 sidhu,[u'No Nodes']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Night Club,https://api.haptikapi.com//user_info/2876763/#id_12604914_2,2018-01-25T08:53Z,False_continue,app_location,Deepak sharma,[u'NEARBY_NIGHT_CLUB']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4273402/#id_16747841_2,2018-01-25T08:54Z,False_continue,regular,Rohit Hathila,[u'NEARBY_TASK']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/3995209/#id_16177345_2,2018-01-25T08:54Z,False_continue,regular,Anirudh Vallampatla,[u'NEARBY_TASK']
{emoticon}{thumbsup},2,No Story,https://api.haptikapi.com//user_info/4233901/#id_16668502_3,2018-01-25T08:43Z,True_Casual_no_nodes,regular,meenu yuva,[u'No Nodes']
"Hey, can you find a beauty salon near me?{task}",3,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4271197/#id_16744279_2,2018-01-25T08:54Z,False_continue,regular,Ajay Verma,[u'NEARBY_BEAUTY_SALON']
Sullurupeta,2,No Story,https://api.haptikapi.com//user_info/3683013/#id_15127895_4,2018-01-25T08:45Z,True_no_nodes,regular,jyothish kumar,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3080113/#id_16747875_1,2018-01-25T08:55Z,False_continue,regular,Muhammad Ayub,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3080113/#id_16747875_1,2018-01-25T08:55Z,False_continue,app_location,Muhammad Ayub,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4128422/#id_16747834_3,2018-01-25T08:56Z,False_continue,regular,Arunprasad Parasuraman,[u'NEARBY_ATM']
"Hey, can you find a beauty salon near me?{task}",5,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4273406/#id_16747892_1,2018-01-25T08:57Z,False_continue,regular,R@hul yadav,[u'NEARBY_BEAUTY_SALON']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3868706/#id_15844489_5,2018-01-25T08:58Z,False_continue,app_location,chiranjeevi chiru,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3868706/#id_15844489_5,2018-01-25T08:58Z,False_continue,regular,chiranjeevi chiru,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby General Task,https://api.haptikapi.com//user_info/4273364/#id_16747939_1,2018-01-25T08:58Z,True_nothing_changed,app_location,santosh kumar,[u'NEARBY_TASK']
"More
Nearby: electrical company",4,Nearby General Task,https://api.haptikapi.com//user_info/4273364/#id_16747939_1,2018-01-25T08:58Z,False_continue,auto_form_reply,santosh kumar,[u'NEARBY_TASK']
i want to search for a location{task},4,Nearby General Task,https://api.haptikapi.com//user_info/4273364/#id_16747939_1,2018-01-25T08:57Z,False_continue,regular,santosh kumar,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4273415/#id_16747987_1,2018-01-25T08:59Z,False_continue,app_location,ravi mann,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4273415/#id_16747987_1,2018-01-25T08:59Z,False_continue,regular,ravi mann,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/2632550/#id_12055342_2,2018-01-25T08:59Z,False_continue,regular,Birendra singh,[u'NEARBY_ATM']
What is your good name,6,No Story,https://api.haptikapi.com//user_info/4273144/#id_16747664_1,2018-01-25T08:47Z,True_Smalltalk_no_nodes,regular,Dipankar F,[u'No Nodes']
Wher is your home,6,No Story,https://api.haptikapi.com//user_info/4273144/#id_16747664_1,2018-01-25T08:50Z,True_Smalltalk_no_nodes,regular,Dipankar F,[u'No Nodes']
May I know your name please?,6,No Story,https://api.haptikapi.com//user_info/4154164/#id_16744622_2,2018-01-25T07:13Z,True_Smalltalk_no_nodes,regular,Balaji K,[u'No Nodes']
{emoticon}{thumbsup},6,No Story,https://api.haptikapi.com//user_info/4154164/#id_16744622_2,2018-01-25T07:13Z,True_Casual_no_nodes,regular,Balaji K,[u'No Nodes']
Thank you,6,No Story,https://api.haptikapi.com//user_info/4154164/#id_16744622_2,2018-01-25T07:13Z,True_Casual_no_nodes,regular,Balaji K,[u'No Nodes']
{emoticon}{thumbsup},6,No Story,https://api.haptikapi.com//user_info/4154164/#id_16744622_2,2018-01-25T07:13Z,True_Casual_no_nodes,regular,Balaji K,[u'No Nodes']
